"","State","GovUnit","Type","SolidWasteTons","RecyclingTons","DivertedYardWaste","DisposedYardWaste","UncatYardWaste","FoodWaste","Households","HHServedTrash","HHServedRecycling","HHServedYard","TrashServiceType","RecyclingServiceType","YardWasteServiceType","FoodService","ProvideTrashCart","ProvRecycleBinorCart","ProvideCompostBins","EnforceRecycling","RecyclingEnforcePersonnel","Private Hauler regulations that require recycling","SwapShop","PropertyTax","AnnualFee","TransferStationAccessFee","Per-VisitFee","PAYT/SMART","TipFee","CurbsideFee","DropoffFee","PerHouseCharge","Population","PopulationDensity","MedIncome","AvgIncome","Gini","PctLessHS","PctHS","PctBachelororMore"
"599","NC","KINGSTOWN","Municipality",201.8,NA,NA,NA,NA,NA,242,265,0,0,-1,NA,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,658,373.766887669926,31875,53079,0.5702,21.1,71.2,7.7
"600","NC","KINSTON","Municipality",17782.21,637.13,0,2656.69,0,NA,9235,7958,3649,7033,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,1,NA,NA,1,19873,1078.20298745563,32094,50487,0.5297,19.8,63.5,16.7
"601","NC","KITTRELL","Municipality",NA,NA,NA,NA,NA,NA,46,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,132,635.146554701663,73000,77330,0.4083,4,75.3,20.8
"602","NC","KITTY HAWK","Municipality",6862.34,289.1,NA,NA,47,NA,1572,3233,3233,3233,-1,0,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,3698,456.033084640272,74797,98795,0.4335,3.4,52.9,43.6
"603","NC","KNIGHTDALE","Municipality",5399,1263,NA,NA,2492,NA,6522,6036,6036,6036,-1,-1,-1,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,19656,2473.67384193329,69529,88866,0.3934,7.2,49.9,43
"604","NC","KURE BEACH","Municipality",1906.64,444.34,301.4,0,2.10000000000002,NA,1005,NA,2251,NA,-1,-1,-1,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,1,0,NA,NA,1,2191,2490.59943815214,88393,129593,0.4688,2.9,50.5,46.7
"605","NC","LA GRANGE","Municipality",1443.45,53.08,0,432.36,0,NA,1120,1450,1250,1250,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,2591,1124.83243466552,63409,74962,0.4292,19.6,61.4,19
"606","NC","LAKE LURE","Municipality",63.25,NA,NA,NA,NA,NA,858,1200,163,0,-1,-1,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,1362,103.437645256627,60882,96345,0.5111,1.7,46.2,52
"607","NC","LAKE PARK","Municipality",1183.23,210.41,168.26,0,0,NA,NA,1248,1248,947,-1,-1,-1,0,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,3282,4465.90261360648,NA,NA,NA,NA,NA,NA
"608","NC","LAKE SANTEETLAH","Municipality",NA,6.42,NA,NA,NA,NA,22,NA,196,0,1,1,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,38,195.599776200792,66500,63359,0.2746,0,52.5,47.5
"609","NC","LAKE WACCAMAW","Municipality",642,94.54,535,0,0,NA,653,898,898,898,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,1287,462.910804684123,53073,72949,0.4872,16.2,53.9,29.9
"610","NC","LANDIS","Municipality",NA,NA,NA,NA,200,NA,998,1505,0,NA,-1,NA,-1,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,3700,1091.42475468285,65769,68244,0.37,7.8,75,17.1
"611","NC","LANSING","Municipality",NA,NA,NA,NA,NA,NA,106,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,126,341.352552570041,40313,44335,0.3654,30,66.9,3.2
"612","NC","LASKER","Municipality",NA,NA,NA,NA,NA,NA,65,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,63,56.3270827770273,NA,63026,0.3971,9.5,79.1,11.5
"613","NC","LATTIMORE","Municipality",NA,NA,NA,NA,NA,NA,133,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,407,396.998221588377,54792,58614,0.3568,8.4,77.7,13.9
"614","NC","LAUREL PARK","Municipality",631.99,138.05,NA,NA,105,NA,1142,1269,1269,1269,-1,-1,-1,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,2254,804.706579114469,73916,94244,0.4431,3.3,40,56.7
"615","NC","LAURINBURG","Municipality",12693,428,3889,1978,0,NA,5849,5726,5726,5340,-1,0,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,1,0,NA,NA,1,14916,1188.8052020655,29787,53025,0.5546,15.9,64.4,19.8
"616","NC","LAWNDALE","Municipality",NA,NA,NA,NA,NA,NA,258,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,572,709.17443665524,31071,54733,0.5411,26.5,62.6,10.8
"617","NC","LEGGETT","Municipality",NA,NA,NA,NA,NA,NA,20,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,37,52.958172125681,40417,88065,0.6394,20.5,79.4,0
"618","NC","LELAND","Municipality",NA,1170,NA,NA,NA,NA,9125,10744,10744,0,-1,-1,NA,0,0,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,23049,1155.89199004399,73125,84671,0.3639,4.9,57.7,37.4
"619","NC","LENOIR","Municipality",6814.36,102.74,NA,NA,500,NA,7253,8800,8800,8800,-1,1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,18324,879.900297493713,39116,53511,0.4481,16.2,66.1,17.7
"620","NC","LEWISTON WOODVILLE","Municipality",NA,NA,NA,NA,NA,NA,182,230,0,0,-1,NA,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,424,216.777463293127,36613,77781,0.5584,26.9,58,15.1
"621","NC","LEWISVILLE","Municipality",NA,794.39,NA,NA,NA,NA,5086,5009,5009,0,-1,0,NA,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,13406,927.560476880748,81275,104450,0.474,4.1,52.4,43.5
"622","NC","LEXINGTON","Municipality",8726.24,1045.38,1607.83,0,0,NA,7654,8711,8711,8711,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,19660,1093.53876697057,30366,42126,0.4344,21.7,64.1,14.2
"623","NC","LIBERTY","Municipality",NA,NA,NA,NA,NA,NA,1069,1085,0,NA,-1,NA,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,2658,848.187301487515,43018,54245,0.4486,24.8,62.4,12.8
"624","NC","LILESVILLE","Municipality",NA,NA,NA,NA,NA,NA,284,0,0,0,NA,NA,NA,0,0,NA,0,NA,1,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,395,397.706429290306,33077,44836,0.4181,4.9,73.2,22
"625","NC","LILLINGTON","Municipality",1990,370,0,427.81,0.189999999999998,NA,911,1361,1361,1658,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,4744,1028.14992272817,47277,55534,0.4039,20.3,65.5,14.2
"626","NC","LINCOLNTON","Municipality",5140.34,74.36,NA,NA,NA,NA,4857,4000,1317,NA,-1,-1,NA,0,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,11134,1283.49510789296,35696,49115,0.4607,17.7,65.2,17.2
"627","NC","LINDEN","Municipality",59.46,31.22,NA,NA,NA,NA,46,60,60,0,-1,-1,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,136,269.029044639138,50000,63907,0.4261,19.4,70.9,9.7
"628","NC","LITTLETON","Municipality",NA,NA,NA,NA,NA,NA,272,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,556,584.590941700097,21900,42275,0.5617,25.4,53.3,21.3
"629","NC","LOCUST","Municipality",1628.57,298.99,32,0,NA,NA,1479,1700,1700,NA,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,4545,560.455752181179,55684,68528,0.3649,14.5,62.3,23.2
"630","NC","LONG VIEW","Municipality",2432,308,0,815,0,NA,2066,1914,1914,1914,-1,-1,-1,0,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,5095,1266.16913695656,39174,50494,0.3863,16.2,75.1,8.6
"631","NC","LOUISBURG","Municipality",1043.08,NA,143.67,0,0,NA,1070,1095,0,1095,-1,NA,-1,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,3076,1040.07167589,NA,56279,0.5182,13.3,65.1,21.6
"632","NC","LOVE VALLEY","Municipality",NA,NA,NA,NA,NA,NA,66,NA,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,155,147.334536297421,21667,32583,0.4025,18.5,81.5,0
"633","NC","LOWELL","Municipality",1716.78,65.3,NA,NA,NA,NA,1466,1642,1642,1642,-1,1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,1,0,NA,NA,1,3665,1348.3523876302,42902,59026,0.4243,18,69.2,12.7
"634","NC","LUCAMA","Municipality",NA,NA,NA,NA,NA,NA,344,447,447,447,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,1034,1700.91040023411,36667,45960,0.4036,36.9,54.1,9.1
"635","NC","LUMBER BRIDGE","Municipality",NA,NA,NA,NA,NA,NA,37,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,82,122.363452490809,48750,48065,0.3618,3.8,90.6,5.7
"636","NC","LUMBERTON","Municipality",NA,NA,NA,NA,600,NA,7270,7500,0,7500,-1,NA,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,18922,1066.95477339456,36846,54775,0.5116,20.3,58,21.6
"637","NC","MACCLESFIELD","Municipality",NA,NA,NA,NA,NA,NA,152,218,0,NA,-1,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,412,796.117949550117,32353,58849,0.499,29.4,56.7,13.8
"638","NC","MACON","Municipality",85,NA,NA,NA,NA,NA,33,56,0,0,-1,NA,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,110,233.602981451067,56875,54424,0.308,5.5,63.7,30.9
"639","NC","MADISON","Municipality",777.93,134.79,NA,NA,1287.52,NA,997,970,850,850,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,2130,601.749974550812,43884,50072,0.3985,12.3,68.4,19.3
"640","NC","MAGGIE VALLEY","Municipality",592,157,243,0,0,NA,836,1121,1121,1470,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,1736,522.250170423521,52836,61953,0.3661,4.4,57.3,38.3
"641","NC","MAGNOLIA","Municipality",511,NA,54.17,0,0,NA,430,400,NA,400,-1,1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,824,771.184936893832,36324,54679,0.4439,45.4,47.9,6.7
"642","NC","MAIDEN","Municipality",1351,287,273,0,350,NA,1198,1592,1592,1592,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,3743,642.863702938566,78667,76450,0.3476,9.2,74.4,16.4
"643","NC","MANTEO","Municipality",2309.85,214.19,NA,NA,468,NA,862,502,285,0,-1,-1,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,1604,854.61309794272,62708,84159,0.4538,4.3,51,44.7
"644","NC","MARIETTA","Municipality",NA,NA,NA,NA,NA,NA,56,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,110,98.4599507846593,35000,50596,0.417,8.8,69.9,21.3
"645","NC","MARION","Municipality",4367.67,397.64,475.46,0,0,NA,2914,3200,3200,3200,-1,-1,-1,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,7707,1300.82557501724,41117,51235,0.4229,25.2,58.6,16.1
"646","NC","MARS HILL","Municipality",507.58,57.41,71.25,0,0,NA,856,790,790,790,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,2006,1007.57734385592,56000,68948,0.43,4.2,49.1,46.8
"647","NC","MARSHALL","Municipality",259.58,NA,0,44.3,NA,NA,301,535,0,0,-1,NA,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,776,194.82030710267,34583,48534,0.4458,29.7,45.3,25
"648","NC","MARSHVILLE","Municipality",660,42,24,0,0,NA,851,900,355,900,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,2532,1193.13835050207,42139,48459,0.3558,25.9,69.7,4.3
"649","NC","MARVIN","Municipality",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,6385,1066.65015136441,NA,NA,NA,NA,NA,NA
"650","NC","MATTHEWS","Municipality",8822.5,2535.53,2541.4,0,0,NA,12125,9229,9229,9229,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,29506,1724.02994414021,89881,108629,0.4178,5.1,41.2,53.7
"651","NC","MAXTON","Municipality",1186.05,NA,0,763.02,0,NA,1025,900,NA,NA,-1,1,NA,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,2098,777.566302464008,23563,35883,0.4896,20.1,69.1,10.8
"652","NC","MAYODAN","Municipality",111,123.33,NA,NA,846,NA,1182,1034,1034,1034,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,1,0,NA,NA,1,2420,841.22982235364,28984,45174,0.4852,21.4,66.9,11.6
"653","NC","MAYSVILLE","Municipality",374.93,NA,NA,NA,NA,NA,360,383,0,0,-1,NA,NA,0,1,NA,0,NA,1,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,813,949.432247881424,47500,49792,0.3545,13.2,68.7,17.9
"654","NC","MCADENVILLE","Municipality",611,40.99,NA,NA,NA,NA,469,379,345,0,-1,-1,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,893,658.664451002096,89792,98587,0.4216,6.7,36.3,56.9
"655","NC","MCDONALD","Municipality",NA,NA,NA,NA,NA,NA,39,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,93,364.597663576092,36750,61892,0.4936,28,54.9,17.2
"656","NC","MCFARLAN","Municipality",NA,NA,NA,NA,NA,NA,33,35,0,0,-1,NA,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,94,102.227157448937,50313,67527,0.4009,7.5,74.7,17.9
"657","NC","MEBANE","Municipality",5459,792,NA,NA,1980,NA,6256,5538,5538,5538,-1,0,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,17854,1721.92054927964,61213,74804,0.4372,5.1,59.3,35.7
"658","NC","MESIC","Municipality",NA,NA,NA,NA,NA,NA,91,NA,0,0,-1,NA,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,144,139.496770974245,40156,48138,0.4452,13.1,81.6,5.4
"659","NC","MICRO","Municipality",NA,27.25,8.5,0,0,NA,271,192,192,192,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,462,1101.85670120925,26813,44361,0.5275,11.9,77.5,10.5
"660","NC","MIDDLEBURG","Municipality",NA,NA,NA,NA,NA,NA,117,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,101,128.638862471152,NA,76744,0.4699,2.8,74,23.3
"661","NC","MIDDLESEX","Municipality",NA,NA,826,0,0,NA,435,NA,NA,508,-1,-1,-1,0,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,913,873.568847223073,32583,43091,0.4235,19.5,65.8,14.6
"662","NC","MIDLAND","Municipality",770.93,127.92,NA,NA,NA,NA,1173,1618,1618,0,-1,-1,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,4715,446.378758477511,73897,78769,0.3161,6.7,62.2,31.1
"663","NC","MIDWAY","Municipality",1688.65,371.89,NA,NA,NA,NA,1973,2246,2246,0,-1,-1,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,4749,608.784987590028,58382,70607,0.3611,6.8,67,26.3
"664","NC","MILLS RIVER","Municipality",NA,NA,NA,NA,NA,NA,3117,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,7091,317.801643255226,66223,83179,0.4284,6.2,54.3,39.6
"665","NC","MILTON","Municipality",NA,NA,NA,NA,NA,NA,107,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,155,398.505196222398,66250,99277,0.5865,17.1,55.7,27.2
"666","NC","MINERAL SPRINGS","Municipality",NA,NA,NA,NA,NA,NA,1123,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,3172,386.348041100873,74675,100200,0.453,8.9,55.4,35.7
"667","NC","MINNESOTT BEACH","Municipality",202.17,27.88,NA,NA,NA,NA,243,380,325,0,-1,-1,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,529,152.35842557256,46827,71333,0.5073,2.4,65.9,31.7
"668","NC","MINT HILL","Municipality",NA,NA,NA,NA,NA,NA,10474,NA,NA,NA,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,26515,1086.08843636469,80093,94637,0.3966,5.3,54.3,40.3
"669","NC","MISENHEIMER","Municipality",149.88,16.76,NA,NA,NA,NA,NA,130,130,0,-1,-1,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,650,400.400395501558,NA,NA,NA,NA,NA,NA
"670","NC","MOCKSVILLE","Municipality",1667.82,NA,NA,NA,24,NA,1932,1942,0,1942,-1,NA,1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,5915,761.587048559901,45245,60105,0.4769,14.4,65.8,19.9
"671","NC","MOMEYER","Municipality",NA,NA,NA,NA,NA,NA,163,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,277,250.810964846205,31719,57904,0.5407,12.6,71.9,15.7
"672","NC","MONROE","Municipality",11417.42,2440.4,1494.68,0,0,NA,11509,NA,NA,NA,-1,-1,-1,1,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,34715,1134.09630246071,53064,69080,0.411,21.5,60.8,17.8
"673","NC","MONTREAT","Municipality",282.36,65.43,NA,NA,NA,NA,19,677,677,677,-1,0,-1,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,902,330.882151389796,190750,159563,0.1844,0,16.2,83.8
"674","NC","MOORESBORO","Municipality",NA,NA,NA,NA,NA,NA,92,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,294,166.350841496758,37143,45647,0.4669,14.2,75.5,10.3
"675","NC","MOORESVILLE","Municipality",16351.07,2513.88,4757.68,0,0,NA,14729,15392,12270,15392,-1,0,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,50477,2030.48938816287,70625,89609,0.4263,5.7,52.6,41.7
"676","NC","MOREHEAD CITY","Municipality",3134.77,616.04,0,1650,0,NA,4663,3996,3996,3996,-1,-1,-1,1,1,NA,1,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,9540,1297.07583467228,44802,68982,0.4976,9.4,57.3,33.3
"677","NC","MORGANTON","Municipality",6294,NA,1899.27,0,900,NA,5945,7452,0,7452,-1,NA,-1,1,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,17431,905.787294275686,40406,57377,0.4854,24.8,54.6,20.6
"678","NC","MORRISVILLE","Municipality",4361.33,1542.74,309,0,0.149999999999977,NA,10426,6500,6500,6500,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,29925,3389.52753496503,100495,122835,0.3759,2.8,27.1,70.1
"679","NC","MORVEN","Municipality",NA,NA,NA,NA,NA,NA,218,288,0,0,-1,NA,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,329,320.319801865781,52788,44086,0.2961,16.3,72.9,10.8
"680","NC","MOUNT AIRY","Municipality",3527,620,0,896,0,NA,4704,4285,4285,4285,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,1,0,NA,NA,0,10674,913.078972041272,30483,55713,0.5512,17.1,59.8,23.1
"681","NC","MOUNT GILEAD","Municipality",NA,NA,NA,NA,NA,NA,511,NA,0,0,-1,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,1170,335.264898883032,30888,40223,0.4375,17.5,64.6,17.8
"682","NC","MOUNT HOLLY","Municipality",NA,NA,500,40,NA,NA,6182,6200,6200,6200,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,17756,1622.64233427385,57379,76934,0.4347,10.2,57.9,32
"683","NC","MOUNT OLIVE","Municipality",1431.22,224.6,102.12,0,0,NA,1850,1879,1879,1879,0,0,-1,0,1,NA,0,NA,1,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,4187,1527.56500651228,38553,64334,0.5325,21.9,59.2,18.8
"684","NC","MOUNT PLEASANT","Municipality",591.04,123.89,NA,NA,624,NA,729,680,680,680,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,1689,498.61902538269,60078,69594,0.4062,18.6,62.5,19
"685","NC","MURFREESBORO","Municipality",1236.38,57.01,NA,NA,3800,NA,1157,865,865,865,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,2598,1144.5391423834,43662,62234,0.5205,9.4,63.8,26.8
"686","NC","MURPHY","Municipality",244,NA,NA,NA,NA,NA,877,762,0,0,-1,NA,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,1605,632.582082127699,31682,45224,0.4857,10.2,59.6,30.2
"687","NC","NAGS HEAD","Municipality",10811.89,408.97,432.72,0,0,NA,1354,4500,4500,4500,-1,0,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,3175,479.783297939459,78235,92911,0.4175,1.5,51,47.5
"688","NC","NASHVILLE","Municipality",2077.96,313.98,NA,NA,3000,NA,2126,2700,2210,2700,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,5635,1200.11510592484,57536,70808,0.3962,4.5,68.4,27
"689","NC","NAVASSA","Municipality",NA,NA,NA,NA,NA,NA,700,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,1375,103.171100975269,40000,47618,0.3776,15.9,65.6,18.5
"690","NC","NEW BERN","Municipality",9093.74,NA,13623.05,0,-11,NA,13666,14837,0,14837,-1,NA,-1,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,31240,1099.23317139133,43406,66024,0.4806,14.4,57.9,27.7
"691","NC","NEW LONDON","Municipality",274.37,30.67,NA,NA,NA,NA,243,238,238,0,-1,-1,NA,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,607,307.289118876633,63304,76434,0.4075,9.6,65.6,24.8
"692","NC","NEWLAND","Municipality",NA,NA,NA,NA,NA,NA,384,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,712,952.204952891746,30000,35626,0.4114,18.4,62.6,19
"693","NC","NEWPORT","Municipality",1345.27,214.27,NA,NA,832,NA,1649,1624,1573,1624,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,4357,571.943396752938,57469,69325,0.3999,13.1,63.2,23.6
"694","NC","NEWTON","Municipality",5312.56,260.27,324.46,0,-0.000000000000056843418860808,NA,5178,5440,3900,5440,-1,0,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,1,NA,NA,1,13173,954.872580860835,50659,58214,0.3786,15,65.2,19.8
"695","NC","NEWTON GROVE","Municipality",317,NA,NA,NA,NA,NA,300,244,0,0,-1,NA,NA,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,583,189.178910659252,55962,73890,0.4759,19.4,51.1,29.5
"696","NC","NORLINA","Municipality",580.8,235,NA,NA,345.6,NA,589,484,430,484,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,917,824.15289809565,29507,47903,0.4699,11.7,72.7,15.6
"697","NC","NORMAN","Municipality",NA,NA,NA,NA,NA,NA,63,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,100,177.903837403389,38542,38805,0.3084,16.4,69,14.7
"698","NC","NORTH TOPSAIL BEACH","Municipality",1629.12,370.9,NA,NA,NA,NA,490,2178,1778,NA,-1,-1,-1,0,1,NA,0,NA,1,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,1006,161.788095887416,54167,86091,0.5318,1.1,49.8,49
"699","NC","NORTH WILKESBORO","Municipality",NA,NA,1450,1200,-1450,NA,1902,1240,1240,1240,-1,-1,-1,0,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,4373,659.701198022804,30114,60804,0.5755,22.9,59.3,17.8
"700","NC","NORTHWEST","Municipality",NA,NA,NA,NA,NA,NA,336,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,707,98.5910276913684,38333,45318,0.4154,6.9,76.8,16.3
"701","NC","NORWOOD","Municipality",1172,NA,NA,NA,823,NA,989,1384,0,1384,-1,NA,-1,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,2368,521.828344545036,51088,60977,0.4514,14.7,71.6,13.6
